,Job Title,Min Salary Estimate,Max Salary Estimate,Rating,Company Name,City,State,HCity,HState,Size,Founded,Type of ownership,Industry,Sector,Revenue,Number of Competitors,Easy Apply
169,Data Management Analyst,43000.0,76000,2.5,Brooklyn Community Services,Brooklyn,NY,Brooklyn,NY,201-500,1886,Nonprofit Organization,Social Assistance,Non-Profit,25 to 50 million,,
170,Business Analyst / Data Analyst,43000.0,76000,4.4,Softcom Systems,Weehawken,NJ,Princeton,NJ,1-50,-1,Private Company,IT Services,Information Technology,1 to 5 million,,
171,Healthcare Data/Reporting Analyst,43000.0,76000,3.9,Diverse Lynx,New York,NY,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
172,Clinical Data Analyst,43000.0,76000,2.3,Fair Health,New York,NY,New York,NY,1-50,-1,Nonprofit Organization,,,10 to 25 million,,
173,Sr. Data Profiling Analyst,43000.0,76000,3.6,UBS,New York,NY,Zurich,Switzerland,10000+,1862,Public Company,Investment Banking & Asset Management,Finance,10+ billion,3.0,
174,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",43000.0,76000,-1.0,"Cowen Group, Inc.",New York,NY,West Hartford,CT,1-50,-1,,,,,,
175,Data Analyst,43000.0,76000,3.6,Workforce Logiq,Haworth,NJ,Orlando,FL,501-1000,1999,Private Company,Consulting,Business Services,50 to 100 million,2.0,
176,Data Analyst,43000.0,76000,3.3,Cross River Bank,Fort Lee,NJ,Fort Lee,NJ,201-500,2008,Private Company,Banks & Credit Unions,Finance,50 to 100 million,,
177,"Sr. Data Analyst, Revenue Analytics, Peacock",43000.0,76000,3.8,NBCUniversal,New York,NY,New York,NY,10000+,1906,Public Company,TV Broadcast & Cable Networks,Media,10+ billion,,
178,Senior Data Analyst,43000.0,76000,3.7,Narrativ,New York,NY,New York,NY,1-50,2015,Private Company,Internet,Information Technology,,,
179,Data Analyst,43000.0,76000,-1.0,CompuForce,New York,NY,New York,NY,,-1,Private Company,,,,,
180,Senior Data Analyst - Data Cataloging / Data Profiling,43000.0,76000,3.6,Perficient,New York,NY,Saint Louis,MO,1001-5000,1998,Public Company,IT Services,Information Technology,500 million to 1 billion,,
181,Data/Report Analyst,60000.0,110000,4.0,Lorven Technologies Inc,New York,NY,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
182,Senior Data Analyst,60000.0,110000,4.1,Bounce Exchange,New York,NY,New York,NY,201-500,2012,Private Company,Advertising & Marketing,Business Services,,,
183,Human Capital Data Analyst,60000.0,110000,4.5,Green Key Resources,New York,NY,New York,NY,201-500,2004,Private Company,Staffing & Outsourcing,Business Services,,3.0,
184,GIS Data analyst,60000.0,110000,3.7,22nd Century Technologies,New York,NY,Somerset,NJ,1001-5000,1997,Private Company,IT Services,Information Technology,25 to 50 million,,True
185,Junior Data Analytics Solutions Analyst,60000.0,110000,3.1,Praescient Analytics,New York,NY,Alexandria,VA,51-200,2011,Private Company,Consulting,Business Services,10 to 25 million,,
186,Data Analyst,60000.0,110000,-1.0,"Capgemini America, Inc.",Jersey City,NJ,,,,-1,,,,,,
187,Data Analyst w/Capital Markets,60000.0,110000,3.7,Software Guidance & Assistance,Jersey City,NJ,Tarrytown,NY,51-200,1981,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
188,"VP, Research Project Analyst/Data Management",60000.0,110000,3.7,Citi,New York,NY,New York,NY,10000+,1812,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
189,Food Data Analyst,60000.0,110000,3.2,Metropolitan Council on Jewish Poverty,New York,NY,New York,NY,201-500,-1,Nonprofit Organization,Social Assistance,Non-Profit,25 to 50 million,,
190,Data Management Analyst,60000.0,110000,3.6,TSR Consulting,New York,NY,Hauppauge,NY,201-500,1969,Public Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
191,Data Governance Analyst,60000.0,110000,3.6,UBS,Weehawken,NJ,Zurich,Switzerland,10000+,1862,Public Company,Investment Banking & Asset Management,Finance,10+ billion,3.0,
192,"Data Analyst, Enterprise Analytics",60000.0,110000,3.7,"Take-Two Interactive Software, Inc.",New York,NY,New York,NY,1001-5000,1993,Public Company,Video Games,Media,1 to 2 billion,2.0,
193,Data Analytics Solutions Analyst - Mid with Security Clearance,60000.0,110000,3.1,Praescient Analytics,New York,NY,Alexandria,VA,51-200,2011,Private Company,Consulting,Business Services,10 to 25 million,,
194,Data Analyst Assistant,60000.0,110000,-1.0,Teus Health,Newark,NJ,,,,-1,,,,,,
195,Investment Management Summer Analyst Program - Office of COO: Data & Analytics,60000.0,110000,3.8,Morgan Stanley,New York,NY,New York,NY,10000+,1935,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
196,Data Collection Analyst,60000.0,110000,4.1,ICAP at Columbia University,New York,NY,New York,NY,501-1000,2003,Nonprofit Organization,Health Care Services & Hospitals,Health Care,,,
197,Data Collection Analyst,60000.0,110000,3.8,Columbia University Medical Center,New York,NY,New York,NY,5001-10000,-1,Hospital,Health Care Services & Hospitals,Health Care,500 million to 1 billion,,
198,Sr Business /Data Analyst- Reference data,60000.0,110000,3.7,Xoriant Corporation,Jersey City,NJ,Sunnyvale,CA,1001-5000,1990,Private Company,IT Services,Information Technology,100 to 500 million,3.0,
199,Data Analyst,60000.0,110000,4.7,The Denzel Group,South Plainfield,NJ,Allentown,PA,1-50,-1,Private Company,,,,,
200,SENIOR DATA ANALYST,60000.0,110000,3.7,Montefiore Medical,New York,NY,Bronx,NY,10000+,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,2 to 5 billion,,
201,Senior Data Analyst / Scientist,60000.0,110000,3.3,Cedent Consulting,New York,NY,Frisco,TX,1-50,-1,Private Company,Consulting,Business Services,Less than 1 million,,
202,Senior Data Analyst - Regulatory Reporting,60000.0,110000,3.4,ACS,New York,NY,Moore,OK,1-50,-1,Private Company,General Repair & Maintenance,"Construction, Repair & Maintenance",1 to 5 million,,
203,Data Reporting Analyst,60000.0,110000,3.2,NADAP,New York,NY,New York,NY,201-500,1971,Nonprofit Organization,Social Assistance,Non-Profit,,,
204,Data Governance Analyst,60000.0,110000,-1.0,SGA Inc.,New York,NY,Bethesda,MD,1-50,1996,Private Company,Architectural & Engineering Services,Business Services,1 to 5 million,,
205,Data Analyst,60000.0,110000,-1.0,Newspaper Administration,New York,NY,,,,-1,,,,,,
206,Senior Data Analyst (6-12 Month Contract-Remote),60000.0,110000,5.0,VISTRADA,New York,NY,New York,NY,1-50,-1,Private Company,Advertising & Marketing,Business Services,1 to 5 million,,
207,"Principal Data Analyst, LATAM – Disney Streaming Services",60000.0,110000,3.6,Disney Streaming Services,New York,NY,New York,NY,501-1000,2018,Private Company,Internet,Information Technology,,,
208,Data Analyst- Win 10 Migration- NYC,60000.0,110000,3.0,Royal Communications Consultants Inc,New York,NY,New York,NY,1-50,-1,Private Company,IT Services,Information Technology,1 to 5 million,,True
209,Data Analyst (35 hours/week),60000.0,110000,3.5,CASES,New York,NY,Brooklyn,NY,201-500,1989,Nonprofit Organization,Social Assistance,Non-Profit,10 to 25 million,,
210,Tech Business/Data Analyst,60000.0,110000,1.0,Sphinix Network Solutions Inc.,New York,NY,New York,NY,1-50,-1,Private Company,IT Services,Information Technology,Less than 1 million,,
211,Data Analyst,41000.0,78000,5.0,"Staffigo Technical Services, LLC",New York,NY,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
212,"Senior Data Analyst, Financial Services",41000.0,78000,5.0,Earnest Research,New York,NY,New York,NY,51-200,2012,Private Company,Research & Development,Business Services,,,
213,"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor",41000.0,78000,3.8,Bloomberg,New York,NY,New York,NY,10000+,1981,Private Company,Computer Hardware & Software,Information Technology,,3.0,
214,Data Analyst,41000.0,78000,4.1,APN Software Services Inc.,New York,NY,Newark,CA,51-200,-1,Private Company,Computer Hardware & Software,Information Technology,25 to 50 million,,
215,Data Analyst,41000.0,78000,3.3,Acacia Network,Bronx,NY,Bronx,NY,1001-5000,1966,Nonprofit Organization,Social Assistance,Non-Profit,100 to 500 million,,
216,Senior Data Analyst,41000.0,78000,-1.0,Miller Cang Agency,New York,NY,,,,-1,,,,,,
217,Data Remediation Analyst-EK020719A/JL,41000.0,78000,3.5,"EDP World, Inc.",New York,NY,New York,NY,1-50,1968,Private Company,Staffing & Outsourcing,Business Services,1 to 5 million,,
218,Business Analyst - Chief Data Office,41000.0,78000,3.7,Citi,New York,NY,New York,NY,10000+,1812,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
219,"Senior Analyst, Data Instrumentation & Quality (Disney+)",41000.0,78000,4.0,Walt Disney Co.,New York,NY,Burbank,CA,10000+,1923,Public Company,Motion Picture Production & Distribution,Media,10+ billion,3.0,
220,Sr. Data Analyst,41000.0,78000,3.4,NTT DATA,New York,NY,Tokyo,Japan,10000+,1967,Public Company,IT Services,Information Technology,10+ billion,3.0,
221,Big Data Programmer Analyst,41000.0,78000,3.6,"TSR, Inc.",Jersey City,NJ,Hauppauge,NY,201-500,1969,Public Company,Staffing & Outsourcing,Business Services,50 to 100 million,,
222,Lead Data Analyst,41000.0,78000,-1.0,Attentive,New York,NY,Braga,Portugal,1-50,-1,Private Company,,,,,
223,Data Analyst,41000.0,78000,3.5,Fidelis Group,Little Ferry,NJ,Little Ferry,NJ,51-200,-1,Private Company,Consulting,Business Services,10 to 25 million,,
224,Data Governance Analyst,41000.0,78000,3.4,Eclaro,New York,NY,New York,NY,501-1000,1999,Private Company,Staffing & Outsourcing,Business Services,25 to 50 million,,
225,Client Service Data Analyst,41000.0,78000,4.1,Phyton Talent Advisors,New York,NY,New York,NY,1-50,-1,Private Company,,,,,
226,Financial Data Analyst - Accounting - D3529,41000.0,78000,4.2,Source of Future Technology Inc,New York,NY,New York,NY,1-50,1981,Private Company,Computer Hardware & Software,Information Technology,5 to 10 million,,
227,Data / Business Analyst (SQL/Tableau),41000.0,78000,-1.0,Wayne Technologies - CHURN,New York,NY,,,,-1,,,,,,
228,"Data Processing & Performance Analyst New York, NY",41000.0,78000,2.7,Brink's,New York,NY,Richmond,VA,10000+,1859,Public Company,Security Services,Business Services,2 to 5 billion,3.0,
229,Data Analyst,41000.0,78000,3.1,Seven Seven Softwares,Newark,NJ,Rockaway,NJ,201-500,1996,Public Company,IT Services,Information Technology,10 to 25 million,,
230,Senior Data Analyst,41000.0,78000,4.5,Mobilityware,New York,NY,Irvine,CA,51-200,1990,Private Company,Video Games,Media,,,
231,Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only,41000.0,78000,4.8,TechProjects,Jersey City,NJ,North Brunswick,NJ,1-50,2011,Private Company,IT Services,Information Technology,,,
232,Business Analyst-Market Data,41000.0,78000,4.1,Mitchell Martin,Jersey City,NJ,New York,NY,501-1000,1984,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,,
233,Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,41000.0,78000,3.0,RMS Computer Corporation,Jersey City,NJ,New York,NY,201-500,1985,Private Company,Computer Hardware & Software,Information Technology,25 to 50 million,,
234,Data Analyst,41000.0,78000,2.7,ProHEALTH Care,Lake Success,NY,Lake Success,NY,1001-5000,1997,Business,Health Care Services & Hospitals,Health Care,,3.0,
235,"Senior Analyst, AB Testing and Data Operations",41000.0,78000,3.5,2U,New York,NY,Lanham,MD,1001-5000,2008,Public Company,Enterprise Software & Network Solutions,Information Technology,100 to 500 million,,True
236,Data Warehouse Analyst,41000.0,78000,-1.0,SIAL TECHNOLOGY PARTNERS,New York,NY,Princeton,NJ,1-50,-1,Private Company,,,,,
237,Data Analyst I - Geriatrics and Palliative Care,41000.0,78000,3.1,Mount Sinai Medical Center,New York,NY,Miami Beach,FL,1001-5000,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500 million to 1 billion,,
238,Data Analyst,41000.0,78000,5.0,Professional Resource Group,Lake Success,NY,Spring,TX,1-50,-1,Private Company,Advertising & Marketing,Business Services,Less than 1 million,,
239,Senior Business and Data Analyst,41000.0,78000,3.9,JPMorgan Chase,New York,NY,New York,NY,10000+,1799,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
240,Data Analyst II,45000.0,88000,3.8,Capgemini,Jersey City,NJ,Paris,France,10000+,1967,Public Company,Enterprise Software & Network Solutions,Information Technology,10+ billion,3.0,
241,Data Analyst II,45000.0,88000,3.0,IPRO,Lake Success,NY,N New Hyde Park,NY,201-500,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,50 to 100 million,,
242,Data Analyst (35 hours/week),45000.0,88000,3.2,CASES,New York,NY,Durham,NC,1-50,-1,Public Company,,,,,
243,Lead Generation Data Analyst,45000.0,88000,3.3,Brown Brothers Harriman,New York,NY,New York,NY,1001-5000,1818,Private Company,Investment Banking & Asset Management,Finance,2 to 5 billion,2.0,
244,"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-post",45000.0,88000,3.6,NYC Health + Hospitals,New York,NY,New York,NY,5001-10000,-1,Public Company,Health Care Services & Hospitals,Health Care,,,
245,Data Analyst I - Genetics & Genomic Sciences,45000.0,88000,3.1,Mount Sinai Medical Center,New York,NY,Miami Beach,FL,1001-5000,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500 million to 1 billion,,
246,Data Reporting Analyst III,45000.0,88000,3.6,Horizon Blue Cross Blue Shield of New Jersey,Newark,NJ,Newark,NJ,1001-5000,1932,Nonprofit Organization,Insurance Carriers,Insurance,10+ billion,3.0,
247,Reporting Analyst Data Analyst,45000.0,88000,-1.0,APR Staffing,Lake Success,NY,,,,-1,,,,,,
248,Data Analyst - CBCH,45000.0,88000,3.9,Columbia University,New York,NY,New York,NY,10000+,1938,Education,Colleges & Universities,Education,2 to 5 billion,,
249,"Principal Data Analyst, LATAM Disney Streaming Services",45000.0,88000,4.0,Walt Disney Company,New York,NY,Burbank,CA,10000+,1923,Public Company,Motion Picture Production & Distribution,Media,10+ billion,3.0,
250,Data Engineer/Data Analyst,45000.0,88000,3.9,Diverse Lynx,New York,NY,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
251,Technical Business/Data Analyst,73000.0,127000,3.8,Capgemini,New York,NY,Paris,France,10000+,1967,Public Company,Enterprise Software & Network Solutions,Information Technology,10+ billion,3.0,
252,CRM Data Performance Analyst,73000.0,127000,4.9,Roar Digital,New York,NY,Jersey City,NJ,51-200,2018,Private Company,Gambling,"Arts, Entertainment & Recreation",,,
253,eCommerce Data Analyst,73000.0,127000,-1.0,Darmor Partners,New York,NY,,,,-1,,,,,,
254,Senior Data Analyst - Rochade,73000.0,127000,3.6,Perficient,New York,NY,Saint Louis,MO,1001-5000,1998,Public Company,IT Services,Information Technology,500 million to 1 billion,,
255,Financial Data Analyst,73000.0,127000,-1.0,Talent Bundle LLC,New York,NY,,,,-1,,,,,,
256,2021 Summer Analyst Program- Data & Analytics Solutions,73000.0,127000,3.2,The Bank of New York Mellon,New York,NY,New York,NY,10000+,1784,Public Company,Investment Banking & Asset Management,Finance,10+ billion,3.0,
257,Data Analyst - QC,73000.0,127000,2.9,"Nesco Resource, LLC",New York,NY,Cleveland,OH,1001-5000,1956,Private Company,Staffing & Outsourcing,Business Services,500 million to 1 billion,,
258,People Operations & Data Analyst,73000.0,127000,2.3,Museum of Ice Cream,New York,NY,New York,NY,201-500,-1,Private Company,,,,,
259,Lead Data Analyst (Product),73000.0,127000,-1.0,Kinship,New York,NY,Chicago,IL,1-50,-1,Private Company,Advertising & Marketing,Business Services,,,
260,Data Analyst - III,73000.0,127000,4.2,APN Consulting,New York,NY,Monmouth Junction,NJ,1-50,-1,Private Company,Advertising & Marketing,Business Services,1 to 5 million,,
261,SQL Data Analyst,73000.0,127000,3.4,Siri InfoSolutions,Summit,NJ,Edison,NJ,51-200,-1,Private Company,Consulting,Business Services,10 to 25 million,,
262,Healthcare Data/Reporting Analyst,73000.0,127000,3.1,Integrated Resources,New York,NY,Edison,NJ,201-500,1996,Private Company,Staffing & Outsourcing,Business Services,25 to 50 million,,
263,Epic Data Intelligence Analyst,73000.0,127000,3.9,Icahn School of Medicine at Mount Sinai,New York,NY,New York,NY,1001-5000,-1,Nonprofit Organization,,,,,
264,"JPSC-8461 - Position: 13,52,53 Data Analyst",73000.0,127000,4.5,Avani Technology Solutions,New York,NY,Rochester,NY,501-1000,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
265,Data Analyst - Analytics/SQL,84000.0,90000,4.0,Lorven Technologies Inc,New York,NY,Plainsboro,NJ,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
266,Data Analyst-Excel,84000.0,90000,2.6,Altech Star Inc.,New York,NY,West Windsor,NJ,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,Less than 1 million,,
267,Data Remediation Analyst,84000.0,90000,-1.0,Wintellisys,New York,NY,Memphis,TN,1-50,-1,Private Company,IT Services,Information Technology,,,
268,Data Analyst with Python or Python developer,84000.0,90000,3.9,Diverse Lynx,New York,NY,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
269,Data Entry Clerk / Data analyst,84000.0,90000,4.1,V R Della Infotech Inc,Haworth,NJ,Dover,DE,51-200,2012,Private Company,Staffing & Outsourcing,Business Services,5 to 10 million,,
270,"Senior Analyst, Data and Insights (Wirecutter)",84000.0,90000,3.8,New York Times,New York,NY,New York,NY,1001-5000,1896,Public Company,News Outlet,Media,1 to 2 billion,,
